type,lane,d,v,delta_crash,P_lC,P_nlC
2,1,62,29,2.14,0.65,0.35
2,1,62,30,2.07,0.66,0.34
2,1,62,31,2,0.66,0.34
2,1,62,32,1.94,0.66,0.34
2,1,62,33,1.88,0.65,0.35
2,1,62,34,1.82,0.64,0.36
2,1,63,15,4.2,0,1
2,1,63,16,3.94,0,1
2,1,63,17,3.71,0.01,0.99
2,1,63,18,3.5,0.03,0.97
2,1,63,19,3.32,0.06,0.94
2,1,63,20,3.15,0.11,0.89
2,1,63,21,3,0.17,0.83
2,1,63,22,2.86,0.24,0.76
2,1,63,23,2.74,0.31,0.69
2,1,63,24,2.63,0.39,0.61
2,1,63,25,2.52,0.46,0.54
2,1,63,26,2.42,0.52,0.48
2,1,63,27,2.33,0.57,0.43
2,1,63,28,2.25,0.61,0.39
2,1,63,29,2.17,0.64,0.36
2,1,63,30,2.1,0.66,0.34
2,1,63,31,2.03,0.66,0.34
2,1,63,32,1.97,0.66,0.34
2,1,63,33,1.91,0.66,0.34
2,1,63,34,1.85,0.65,0.35
2,1,64,15,4.27,0,1
2,1,64,16,4,0,1
2,1,64,17,3.76,0.01,0.99
2,1,64,18,3.56,0.02,0.98
2,1,64,19,3.37,0.05,0.95
2,1,64,20,3.2,0.09,0.91
2,1,64,21,3.05,0.14,0.86
2,1,64,22,2.91,0.21,0.79
2,1,64,23,2.78,0.28,0.72
2,1,64,24,2.67,0.36,0.64
2,1,64,25,2.56,0.43,0.57
2,1,64,26,2.46,0.49,0.51
2,1,64,27,2.37,0.55,0.45
2,1,64,28,2.29,0.59,0.41
2,1,64,29,2.21,0.63,0.37
2,1,64,30,2.13,0.65,0.35
2,1,64,31,2.06,0.66,0.34
2,1,64,32,2,0.66,0.34
2,1,64,33,1.94,0.66,0.34
2,1,64,34,1.88,0.65,0.35
2,1,65,15,4.33,0,1
2,1,65,16,4.06,0,1
2,1,65,17,3.82,0.01,0.99
2,1,65,18,3.61,0.02,0.98
2,1,65,19,3.42,0.04,0.96
2,1,65,20,3.25,0.08,0.92
2,1,65,21,3.1,0.13,0.87
2,1,65,22,2.95,0.19,0.81
2,1,65,23,2.83,0.26,0.74
2,1,65,24,2.71,0.33,0.67
2,1,65,25,2.6,0.4,0.6
2,1,65,26,2.5,0.47,0.53
2,1,65,27,2.41,0.53,0.47
2,1,65,28,2.32,0.58,0.42
2,1,65,29,2.24,0.61,0.39
2,1,65,30,2.17,0.64,0.36
2,1,65,31,2.1,0.66,0.34
2,1,65,32,2.03,0.66,0.34
2,1,65,33,1.97,0.66,0.34
2,1,65,34,1.91,0.66,0.34
2,1,66,15,4.4,0,1
2,1,66,16,4.13,0,1
2,1,66,17,3.88,0,1
2,1,66,18,3.67,0.01,0.99
2,1,66,19,3.47,0.03,0.97
2,1,66,20,3.3,0.06,0.94
2,1,66,21,3.14,0.11,0.89
2,1,66,22,3,0.17,0.83
2,1,66,23,2.87,0.23,0.77
2,1,66,24,2.75,0.3,0.7
2,1,66,25,2.64,0.38,0.62
2,1,66,26,2.54,0.44,0.56
2,1,66,27,2.44,0.51,0.49
2,1,66,28,2.36,0.56,0.44
2,1,66,29,2.28,0.6,0.4
2,1,66,30,2.2,0.63,0.37
2,1,66,31,2.13,0.65,0.35
2,1,66,32,2.06,0.66,0.34
2,1,66,33,2,0.66,0.34
2,1,66,34,1.94,0.66,0.34
2,1,67,15,4.47,0,1
2,1,67,16,4.19,0,1
2,1,67,17,3.94,0,1
2,1,67,18,3.72,0.01,0.99
2,1,67,19,3.53,0.03,0.97
2,1,67,20,3.35,0.05,0.95
2,1,67,21,3.19,0.09,0.91
2,1,67,22,3.05,0.15,0.85
2,1,67,23,2.91,0.21,0.79
2,1,67,24,2.79,0.28,0.72
2,1,67,25,2.68,0.35,0.65
2,1,67,26,2.58,0.42,0.58
2,1,67,27,2.48,0.48,0.52
2,1,67,28,2.39,0.54,0.46
2,1,67,29,2.31,0.58,0.42
2,1,67,30,2.23,0.62,0.38
2,1,67,31,2.16,0.64,0.36
2,1,67,32,2.09,0.66,0.34
2,1,67,33,2.03,0.66,0.34
2,1,67,34,1.97,0.66,0.34
2,1,68,15,4.53,0,1
2,1,68,16,4.25,0,1
2,1,68,17,4,0,1
2,1,68,18,3.78,0.01,0.99
2,1,68,19,3.58,0.02,0.98
2,1,68,20,3.4,0.04,0.96
2,1,68,21,3.24,0.08,0.92
2,1,68,22,3.09,0.13,0.87
2,1,68,23,2.96,0.19,0.81
2,1,68,24,2.83,0.25,0.75
2,1,68,25,2.72,0.32,0.68
2,1,68,26,2.62,0.39,0.61
2,1,68,27,2.52,0.46,0.54
2,1,68,28,2.43,0.52,0.48
2,1,68,29,2.34,0.56,0.44
2,1,68,30,2.27,0.6,0.4
2,1,68,31,2.19,0.63,0.37
2,1,68,32,2.13,0.65,0.35
2,1,68,33,2.06,0.66,0.34
2,1,68,34,2,0.66,0.34
2,1,69,15,4.6,0,1
2,1,69,16,4.31,0,1
2,1,69,17,4.06,0,1
2,1,69,18,3.83,0.01,0.99
2,1,69,19,3.63,0.02,0.98
2,1,69,20,3.45,0.04,0.96
2,1,69,21,3.29,0.07,0.93
2,1,69,22,3.14,0.11,0.89
2,1,69,23,3,0.17,0.83
2,1,69,24,2.88,0.23,0.77
2,1,69,25,2.76,0.3,0.7
2,1,69,26,2.65,0.37,0.63
2,1,69,27,2.56,0.43,0.57
2,1,69,28,2.46,0.49,0.51
2,1,69,29,2.38,0.54,0.46
2,1,69,30,2.3,0.59,0.41
2,1,69,31,2.23,0.62,0.38
2,1,69,32,2.16,0.64,0.36
2,1,69,33,2.09,0.66,0.34
2,1,69,34,2.03,0.66,0.34
2,1,70,15,4.67,0,1
2,1,70,16,4.38,0,1
2,1,70,17,4.12,0,1
2,1,70,18,3.89,0,1
2,1,70,19,3.68,0.01,0.99
2,1,70,20,3.5,0.03,0.97
2,1,70,21,3.33,0.06,0.94
2,1,70,22,3.18,0.1,0.9
2,1,70,23,3.04,0.15,0.85
2,1,70,24,2.92,0.21,0.79
2,1,70,25,2.8,0.27,0.73
2,1,70,26,2.69,0.34,0.66
2,1,70,27,2.59,0.41,0.59
2,1,70,28,2.5,0.47,0.53
2,1,70,29,2.41,0.52,0.48
2,1,70,30,2.33,0.57,0.43
2,1,70,31,2.26,0.61,0.39
2,1,70,32,2.19,0.63,0.37
2,1,70,33,2.12,0.65,0.35
2,1,70,34,2.06,0.66,0.34
2,1,71,15,4.73,0,1
2,1,71,16,4.44,0,1
2,1,71,17,4.18,0,1
2,1,71,18,3.94,0,1
2,1,71,19,3.74,0.01,0.99
2,1,71,20,3.55,0.02,0.98
2,1,71,21,3.38,0.05,0.95
2,1,71,22,3.23,0.08,0.92
2,1,71,23,3.09,0.13,0.87
2,1,71,24,2.96,0.19,0.81
2,1,71,25,2.84,0.25,0.75
2,1,71,26,2.73,0.32,0.68
2,1,71,27,2.63,0.38,0.62
2,1,71,28,2.54,0.45,0.55
2,1,71,29,2.45,0.5,0.5
2,1,71,30,2.37,0.55,0.45
2,1,71,31,2.29,0.59,0.41
2,1,71,32,2.22,0.62,0.38
2,1,71,33,2.15,0.64,0.36
2,1,71,34,2.09,0.66,0.34
2,1,72,15,4.8,0,1
2,1,72,16,4.5,0,1
2,1,72,17,4.24,0,1
2,1,72,18,4,0,1
2,1,72,19,3.79,0.01,0.99
2,1,72,20,3.6,0.02,0.98
2,1,72,21,3.43,0.04,0.96
2,1,72,22,3.27,0.07,0.93
2,1,72,23,3.13,0.11,0.89
2,1,72,24,3,0.17,0.83
2,1,72,25,2.88,0.23,0.77
2,1,72,26,2.77,0.29,0.71
2,1,72,27,2.67,0.36,0.64
2,1,72,28,2.57,0.42,0.58
2,1,72,29,2.48,0.48,0.52
2,1,72,30,2.4,0.53,0.47
2,1,72,31,2.32,0.58,0.42
2,1,72,32,2.25,0.61,0.39
2,1,72,33,2.18,0.64,0.36
2,1,72,34,2.12,0.65,0.35
2,1,73,15,4.87,0,1
2,1,73,16,4.56,0,1
2,1,73,17,4.29,0,1
2,1,73,18,4.06,0,1
2,1,73,19,3.84,0.01,0.99
2,1,73,20,3.65,0.02,0.98
2,1,73,21,3.48,0.03,0.97
2,1,73,22,3.32,0.06,0.94
2,1,73,23,3.17,0.1,0.9
2,1,73,24,3.04,0.15,0.85
2,1,73,25,2.92,0.21,0.79
2,1,73,26,2.81,0.27,0.73
2,1,73,27,2.7,0.33,0.67
2,1,73,28,2.61,0.4,0.6
2,1,73,29,2.52,0.46,0.54
2,1,73,30,2.43,0.51,0.49
2,1,73,31,2.35,0.56,0.44
2,1,73,32,2.28,0.6,0.4
2,1,73,33,2.21,0.62,0.38
2,1,73,34,2.15,0.65,0.35
2,1,74,15,4.93,0,1
2,1,74,16,4.63,0,1
2,1,74,17,4.35,0,1
2,1,74,18,4.11,0,1
2,1,74,19,3.89,0,1
2,1,74,20,3.7,0.01,0.99
2,1,74,21,3.52,0.03,0.97
2,1,74,22,3.36,0.05,0.95
2,1,74,23,3.22,0.08,0.92
2,1,74,24,3.08,0.13,0.87
2,1,74,25,2.96,0.18,0.82
2,1,74,26,2.85,0.25,0.75
2,1,74,27,2.74,0.31,0.69
2,1,74,28,2.64,0.37,0.63
2,1,74,29,2.55,0.44,0.56
2,1,74,30,2.47,0.49,0.51
2,1,74,31,2.39,0.54,0.46
2,1,74,32,2.31,0.58,0.42
2,1,74,33,2.24,0.61,0.39
2,1,74,34,2.18,0.64,0.36
2,1,75,15,5,0,1
2,1,75,16,4.69,0,1
2,1,75,17,4.41,0,1
2,1,75,18,4.17,0,1
2,1,75,19,3.95,0,1
2,1,75,20,3.75,0.01,0.99
2,1,75,21,3.57,0.02,0.98
2,1,75,22,3.41,0.04,0.96
2,1,75,23,3.26,0.07,0.93
2,1,75,24,3.13,0.11,0.89
2,1,75,25,3,0.17,0.83
2,1,75,26,2.88,0.22,0.78
2,1,75,27,2.78,0.29,0.71
2,1,75,28,2.68,0.35,0.65
2,1,75,29,2.59,0.41,0.59
2,1,75,30,2.5,0.47,0.53
2,1,75,31,2.42,0.52,0.48
2,1,75,32,2.34,0.56,0.44
2,1,75,33,2.27,0.6,0.4
2,1,75,34,2.21,0.63,0.37
2,1,76,15,5.07,0,1
2,1,76,16,4.75,0,1
2,1,76,17,4.47,0,1
2,1,76,18,4.22,0,1
2,1,76,19,4,0,1
2,1,76,20,3.8,0.01,0.99
2,1,76,21,3.62,0.02,0.98
2,1,76,22,3.45,0.04,0.96
2,1,76,23,3.3,0.06,0.94
2,1,76,24,3.17,0.1,0.9
2,1,76,25,3.04,0.15,0.85
2,1,76,26,2.92,0.2,0.8
2,1,76,27,2.81,0.26,0.74
2,1,76,28,2.71,0.33,0.67
2,1,76,29,2.62,0.39,0.61
2,1,76,30,2.53,0.45,0.55
2,1,76,31,2.45,0.5,0.5
2,1,76,32,2.38,0.55,0.45
2,1,76,33,2.3,0.59,0.41
2,1,76,34,2.24,0.62,0.38
2,1,77,15,5.13,0,1
2,1,77,16,4.81,0,1
2,1,77,17,4.53,0,1
2,1,77,18,4.28,0,1
2,1,77,19,4.05,0,1
2,1,77,20,3.85,0.01,0.99
2,1,77,21,3.67,0.01,0.99
2,1,77,22,3.5,0.03,0.97
2,1,77,23,3.35,0.05,0.95
2,1,77,24,3.21,0.09,0.91
2,1,77,25,3.08,0.13,0.87
2,1,77,26,2.96,0.18,0.82
2,1,77,27,2.85,0.24,0.76
2,1,77,28,2.75,0.3,0.7
2,1,77,29,2.66,0.37,0.63
2,1,77,30,2.57,0.43,0.57
2,1,77,31,2.48,0.48,0.52
2,1,77,32,2.41,0.53,0.47
2,1,77,33,2.33,0.57,0.43
2,1,77,34,2.26,0.6,0.4
2,1,78,15,5.2,0,1
2,1,78,16,4.88,0,1
2,1,78,17,4.59,0,1
2,1,78,18,4.33,0,1
2,1,78,19,4.11,0,1
2,1,78,20,3.9,0,1
2,1,78,21,3.71,0.01,0.99
2,1,78,22,3.55,0.02,0.98
2,1,78,23,3.39,0.05,0.95
2,1,78,24,3.25,0.08,0.92
2,1,78,25,3.12,0.12,0.88
2,1,78,26,3,0.17,0.83
2,1,78,27,2.89,0.22,0.78
2,1,78,28,2.79,0.28,0.72
2,1,78,29,2.69,0.34,0.66
2,1,78,30,2.6,0.4,0.6
2,1,78,31,2.52,0.46,0.54
2,1,78,32,2.44,0.51,0.49
2,1,78,33,2.36,0.55,0.45
2,1,78,34,2.29,0.59,0.41
2,1,79,15,5.27,0,1
2,1,79,16,4.94,0,1
2,1,79,17,4.65,0,1
2,1,79,18,4.39,0,1
2,1,79,19,4.16,0,1
2,1,79,20,3.95,0,1
2,1,79,21,3.76,0.01,0.99
2,1,79,22,3.59,0.02,0.98
2,1,79,23,3.43,0.04,0.96
2,1,79,24,3.29,0.07,0.93
2,1,79,25,3.16,0.1,0.9
2,1,79,26,3.04,0.15,0.85
2,1,79,27,2.93,0.2,0.8
2,1,79,28,2.82,0.26,0.74
2,1,79,29,2.72,0.32,0.68
2,1,79,30,2.63,0.38,0.62
2,1,79,31,2.55,0.44,0.56
2,1,79,32,2.47,0.49,0.51
2,1,79,33,2.39,0.54,0.46
2,1,79,34,2.32,0.57,0.43
2,1,80,15,5.33,0,1
2,1,80,16,5,0,1
2,1,80,17,4.71,0,1
2,1,80,18,4.44,0,1
2,1,80,19,4.21,0,1
2,1,80,20,4,0,1
2,1,80,21,3.81,0.01,0.99
2,1,80,22,3.64,0.02,0.98
2,1,80,23,3.48,0.03,0.97
2,1,80,24,3.33,0.06,0.94
2,1,80,25,3.2,0.09,0.91
2,1,80,26,3.08,0.13,0.87
2,1,80,27,2.96,0.18,0.82
2,1,80,28,2.86,0.24,0.76
2,1,80,29,2.76,0.3,0.7
2,1,80,30,2.67,0.36,0.64
2,1,80,31,2.58,0.42,0.58
2,1,80,32,2.5,0.47,0.53
2,1,80,33,2.42,0.52,0.48
2,1,80,34,2.35,0.56,0.44
3,1,1,15,0.07,0,1
3,1,1,16,0.06,0,1
3,1,1,17,0.06,0,1
3,1,1,18,0.06,0,1
3,1,1,19,0.05,0,1
3,1,1,20,0.05,0,1
3,1,1,21,0.05,0,1
3,1,1,22,0.05,0,1
3,1,1,23,0.04,0,1
3,1,1,24,0.04,0,1
3,1,1,25,0.04,0,1
3,1,1,26,0.04,0,1
3,1,1,27,0.04,0,1
3,1,1,28,0.04,0,1
3,1,1,29,0.03,0,1
3,1,1,30,0.03,0,1
3,1,1,31,0.03,0,1
3,1,1,32,0.03,0,1
3,1,1,33,0.03,0,1
3,1,1,34,0.03,0,1
3,1,2,15,0.13,0,1
3,1,2,16,0.13,0,1
3,1,2,17,0.12,0,1
3,1,2,18,0.11,0,1
3,1,2,19,0.11,0,1
3,1,2,20,0.1,0,1
3,1,2,21,0.1,0,1
3,1,2,22,0.09,0,1
3,1,2,23,0.09,0,1
3,1,2,24,0.08,0,1
3,1,2,25,0.08,0,1
3,1,2,26,0.08,0,1
3,1,2,27,0.07,0,1
3,1,2,28,0.07,0,1
3,1,2,29,0.07,0,1
3,1,2,30,0.07,0,1
3,1,2,31,0.06,0,1
3,1,2,32,0.06,0,1
3,1,2,33,0.06,0,1
3,1,2,34,0.06,0,1
3,1,3,15,0.2,0,1
3,1,3,16,0.19,0,1
3,1,3,17,0.18,0,1
3,1,3,18,0.17,0,1
3,1,3,19,0.16,0,1
3,1,3,20,0.15,0,1
3,1,3,21,0.14,0,1
3,1,3,22,0.14,0,1
3,1,3,23,0.13,0,1
3,1,3,24,0.13,0,1
3,1,3,25,0.12,0,1
3,1,3,26,0.12,0,1
3,1,3,27,0.11,0,1
3,1,3,28,0.11,0,1
3,1,3,29,0.1,0,1
3,1,3,30,0.1,0,1
3,1,3,31,0.1,0,1
3,1,3,32,0.09,0,1
3,1,3,33,0.09,0,1
3,1,3,34,0.09,0,1
3,1,4,15,0.27,0,1
3,1,4,16,0.25,0,1
3,1,4,17,0.24,0,1
3,1,4,18,0.22,0,1
3,1,4,19,0.21,0,1
3,1,4,20,0.2,0,1
3,1,4,21,0.19,0,1
3,1,4,22,0.18,0,1
3,1,4,23,0.17,0,1
3,1,4,24,0.17,0,1
3,1,4,25,0.16,0,1
3,1,4,26,0.15,0,1
3,1,4,27,0.15,0,1
3,1,4,28,0.14,0,1
3,1,4,29,0.14,0,1
3,1,4,30,0.13,0,1
3,1,4,31,0.13,0,1
3,1,4,32,0.13,0,1
3,1,4,33,0.12,0,1
3,1,4,34,0.12,0,1
3,1,5,15,0.33,0,1
3,1,5,16,0.31,0,1
3,1,5,17,0.29,0,1
3,1,5,18,0.28,0,1
3,1,5,19,0.26,0,1
3,1,5,20,0.25,0,1
3,1,5,21,0.24,0,1
3,1,5,22,0.23,0,1
3,1,5,23,0.22,0,1
3,1,5,24,0.21,0,1
3,1,5,25,0.2,0,1
3,1,5,26,0.19,0,1
3,1,5,27,0.19,0,1
3,1,5,28,0.18,0,1
3,1,5,29,0.17,0,1
3,1,5,30,0.17,0,1
3,1,5,31,0.16,0,1
3,1,5,32,0.16,0,1
3,1,5,33,0.15,0,1
3,1,5,34,0.15,0,1
3,1,6,15,0.4,0,1
3,1,6,16,0.38,0,1
3,1,6,17,0.35,0,1
3,1,6,18,0.33,0,1
3,1,6,19,0.32,0,1
3,1,6,20,0.3,0,1
3,1,6,21,0.29,0,1
3,1,6,22,0.27,0,1
3,1,6,23,0.26,0,1
3,1,6,24,0.25,0,1
3,1,6,25,0.24,0,1
3,1,6,26,0.23,0,1
3,1,6,27,0.22,0,1
3,1,6,28,0.21,0,1
3,1,6,29,0.21,0,1
3,1,6,30,0.2,0,1
3,1,6,31,0.19,0,1
3,1,6,32,0.19,0,1
3,1,6,33,0.18,0,1
3,1,6,34,0.18,0,1
3,1,7,15,0.47,0,1
3,1,7,16,0.44,0,1
3,1,7,17,0.41,0,1
3,1,7,18,0.39,0,1
3,1,7,19,0.37,0,1
3,1,7,20,0.35,0,1
3,1,7,21,0.33,0,1
3,1,7,22,0.32,0,1
3,1,7,23,0.3,0,1
3,1,7,24,0.29,0,1
3,1,7,25,0.28,0,1
3,1,7,26,0.27,0,1
3,1,7,27,0.26,0,1
3,1,7,28,0.25,0,1
3,1,7,29,0.24,0,1
3,1,7,30,0.23,0,1
3,1,7,31,0.23,0,1
3,1,7,32,0.22,0,1
3,1,7,33,0.21,0,1
3,1,7,34,0.21,0,1
3,1,8,15,0.53,0,1
3,1,8,16,0.5,0,1
3,1,8,17,0.47,0,1
3,1,8,18,0.44,0,1
3,1,8,19,0.42,0,1
3,1,8,20,0.4,0,1
3,1,8,21,0.38,0,1
3,1,8,22,0.36,0,1
3,1,8,23,0.35,0,1
3,1,8,24,0.33,0,1
3,1,8,25,0.32,0,1
3,1,8,26,0.31,0,1
3,1,8,27,0.3,0,1
3,1,8,28,0.29,0,1
3,1,8,29,0.28,0,1
3,1,8,30,0.27,0,1
3,1,8,31,0.26,0,1
3,1,8,32,0.25,0,1
3,1,8,33,0.24,0,1
3,1,8,34,0.24,0,1
3,1,9,15,0.6,0.01,0.99
3,1,9,16,0.56,0.01,0.99
3,1,9,17,0.53,0,1
3,1,9,18,0.5,0,1
3,1,9,19,0.47,0,1
3,1,9,20,0.45,0,1
3,1,9,21,0.43,0,1
3,1,9,22,0.41,0,1
3,1,9,23,0.39,0,1
3,1,9,24,0.38,0,1
3,1,9,25,0.36,0,1
3,1,9,26,0.35,0,1
3,1,9,27,0.33,0,1
3,1,9,28,0.32,0,1
3,1,9,29,0.31,0,1
3,1,9,30,0.3,0,1
3,1,9,31,0.29,0,1
3,1,9,32,0.28,0,1
3,1,9,33,0.27,0,1
3,1,9,34,0.26,0,1
3,1,10,15,0.67,0.01,0.99
3,1,10,16,0.63,0.01,0.99
3,1,10,17,0.59,0.01,0.99
3,1,10,18,0.56,0.01,0.99
3,1,10,19,0.53,0,1
3,1,10,20,0.5,0,1
3,1,10,21,0.48,0,1
3,1,10,22,0.45,0,1
3,1,10,23,0.43,0,1
3,1,10,24,0.42,0,1
3,1,10,25,0.4,0,1
3,1,10,26,0.38,0,1
3,1,10,27,0.37,0,1
3,1,10,28,0.36,0,1
3,1,10,29,0.34,0,1
3,1,10,30,0.33,0,1
3,1,10,31,0.32,0,1
3,1,10,32,0.31,0,1
3,1,10,33,0.3,0,1
3,1,10,34,0.29,0,1
3,1,11,15,0.73,0.01,0.99
3,1,11,16,0.69,0.01,0.99
3,1,11,17,0.65,0.01,0.99
3,1,11,18,0.61,0.01,0.99
3,1,11,19,0.58,0.01,0.99
3,1,11,20,0.55,0.01,0.99
3,1,11,21,0.52,0,1
3,1,11,22,0.5,0,1
3,1,11,23,0.48,0,1
3,1,11,24,0.46,0,1
3,1,11,25,0.44,0,1
3,1,11,26,0.42,0,1
3,1,11,27,0.41,0,1
3,1,11,28,0.39,0,1
3,1,11,29,0.38,0,1
3,1,11,30,0.37,0,1
3,1,11,31,0.35,0,1
3,1,11,32,0.34,0,1
3,1,11,33,0.33,0,1
3,1,11,34,0.32,0,1
3,1,12,15,0.8,0.01,0.99
3,1,12,16,0.75,0.01,0.99
3,1,12,17,0.71,0.01,0.99
3,1,12,18,0.67,0.01,0.99
3,1,12,19,0.63,0.01,0.99
3,1,12,20,0.6,0.01,0.99
3,1,12,21,0.57,0.01,0.99
3,1,12,22,0.55,0.01,0.99
3,1,12,23,0.52,0,1
3,1,12,24,0.5,0,1
3,1,12,25,0.48,0,1
3,1,12,26,0.46,0,1
3,1,12,27,0.44,0,1
3,1,12,28,0.43,0,1
3,1,12,29,0.41,0,1
3,1,12,30,0.4,0,1
3,1,12,31,0.39,0,1
3,1,12,32,0.38,0,1
3,1,12,33,0.36,0,1
3,1,12,34,0.35,0,1
3,1,13,15,0.87,0.01,0.99
3,1,13,16,0.81,0.01,0.99
3,1,13,17,0.76,0.01,0.99
3,1,13,18,0.72,0.01,0.99
3,1,13,19,0.68,0.01,0.99
3,1,13,20,0.65,0.01,0.99
3,1,13,21,0.62,0.01,0.99
3,1,13,22,0.59,0.01,0.99
3,1,13,23,0.57,0.01,0.99
3,1,13,24,0.54,0.01,0.99
3,1,13,25,0.52,0,1
3,1,13,26,0.5,0,1
3,1,13,27,0.48,0,1
3,1,13,28,0.46,0,1
3,1,13,29,0.45,0,1
3,1,13,30,0.43,0,1
3,1,13,31,0.42,0,1
3,1,13,32,0.41,0,1
3,1,13,33,0.39,0,1
3,1,13,34,0.38,0,1
3,1,14,15,0.93,0.01,0.99
3,1,14,16,0.88,0.01,0.99
3,1,14,17,0.82,0.01,0.99
3,1,14,18,0.78,0.01,0.99
3,1,14,19,0.74,0.01,0.99
3,1,14,20,0.7,0.01,0.99
3,1,14,21,0.67,0.01,0.99
3,1,14,22,0.64,0.01,0.99
3,1,14,23,0.61,0.01,0.99
3,1,14,24,0.58,0.01,0.99
3,1,14,25,0.56,0.01,0.99
3,1,14,26,0.54,0,1
3,1,14,27,0.52,0,1
3,1,14,28,0.5,0,1
3,1,14,29,0.48,0,1
3,1,14,30,0.47,0,1
3,1,14,31,0.45,0,1
3,1,14,32,0.44,0,1
3,1,14,33,0.42,0,1
3,1,14,34,0.41,0,1
3,1,15,15,1,0.02,0.98
3,1,15,16,0.94,0.01,0.99
3,1,15,17,0.88,0.01,0.99
3,1,15,18,0.83,0.01,0.99
3,1,15,19,0.79,0.01,0.99
3,1,15,20,0.75,0.01,0.99
3,1,15,21,0.71,0.01,0.99
3,1,15,22,0.68,0.01,0.99
3,1,15,23,0.65,0.01,0.99
3,1,15,24,0.63,0.01,0.99
3,1,15,25,0.6,0.01,0.99
3,1,15,26,0.58,0.01,0.99
3,1,15,27,0.56,0.01,0.99
3,1,15,28,0.54,0,1
3,1,15,29,0.52,0,1
3,1,15,30,0.5,0,1
3,1,15,31,0.48,0,1
3,1,15,32,0.47,0,1
3,1,15,33,0.45,0,1
3,1,15,34,0.44,0,1
3,1,16,15,1.07,0.02,0.98
3,1,16,16,1,0.02,0.98
3,1,16,17,0.94,0.02,0.98
3,1,16,18,0.89,0.01,0.99
3,1,16,19,0.84,0.01,0.99
3,1,16,20,0.8,0.01,0.99
3,1,16,21,0.76,0.01,0.99
3,1,16,22,0.73,0.01,0.99
3,1,16,23,0.7,0.01,0.99
3,1,16,24,0.67,0.01,0.99
3,1,16,25,0.64,0.01,0.99
3,1,16,26,0.62,0.01,0.99
3,1,16,27,0.59,0.01,0.99
3,1,16,28,0.57,0.01,0.99
3,1,16,29,0.55,0.01,0.99
3,1,16,30,0.53,0,1
3,1,16,31,0.52,0,1
3,1,16,32,0.5,0,1
3,1,16,33,0.48,0,1
3,1,16,34,0.47,0,1
3,1,17,15,1.13,0.02,0.98
3,1,17,16,1.06,0.02,0.98
3,1,17,17,1,0.02,0.98
3,1,17,18,0.94,0.02,0.98
3,1,17,19,0.89,0.01,0.99
3,1,17,20,0.85,0.01,0.99
3,1,17,21,0.81,0.01,0.99
3,1,17,22,0.77,0.01,0.99
3,1,17,23,0.74,0.01,0.99
3,1,17,24,0.71,0.01,0.99
3,1,17,25,0.68,0.01,0.99
3,1,17,26,0.65,0.01,0.99
3,1,17,27,0.63,0.01,0.99
3,1,17,28,0.61,0.01,0.99
3,1,17,29,0.59,0.01,0.99
3,1,17,30,0.57,0.01,0.99
3,1,17,31,0.55,0.01,0.99
3,1,17,32,0.53,0,1
3,1,17,33,0.52,0,1
3,1,17,34,0.5,0,1
3,1,18,15,1.2,0.03,0.97
3,1,18,16,1.13,0.02,0.98
3,1,18,17,1.06,0.02,0.98
3,1,18,18,1,0.02,0.98
3,1,18,19,0.95,0.02,0.98
3,1,18,20,0.9,0.01,0.99
3,1,18,21,0.86,0.01,0.99
3,1,18,22,0.82,0.01,0.99
3,1,18,23,0.78,0.01,0.99
3,1,18,24,0.75,0.01,0.99
3,1,18,25,0.72,0.01,0.99
3,1,18,26,0.69,0.01,0.99
3,1,18,27,0.67,0.01,0.99
3,1,18,28,0.64,0.01,0.99
3,1,18,29,0.62,0.01,0.99
3,1,18,30,0.6,0.01,0.99
3,1,18,31,0.58,0.01,0.99
3,1,18,32,0.56,0.01,0.99
3,1,18,33,0.55,0.01,0.99
3,1,18,34,0.53,0,1
3,1,19,15,1.27,0.03,0.97
3,1,19,16,1.19,0.03,0.97
3,1,19,17,1.12,0.02,0.98
3,1,19,18,1.06,0.02,0.98
3,1,19,19,1,0.02,0.98
3,1,19,20,0.95,0.02,0.98
3,1,19,21,0.9,0.01,0.99
3,1,19,22,0.86,0.01,0.99
3,1,19,23,0.83,0.01,0.99
3,1,19,24,0.79,0.01,0.99
3,1,19,25,0.76,0.01,0.99
3,1,19,26,0.73,0.01,0.99
3,1,19,27,0.7,0.01,0.99
3,1,19,28,0.68,0.01,0.99
3,1,19,29,0.66,0.01,0.99
3,1,19,30,0.63,0.01,0.99
3,1,19,31,0.61,0.01,0.99
3,1,19,32,0.59,0.01,0.99
3,1,19,33,0.58,0.01,0.99
3,1,19,34,0.56,0.01,0.99
3,1,20,15,1.33,0.04,0.96
3,1,20,16,1.25,0.03,0.97
3,1,20,17,1.18,0.03,0.97
3,1,20,18,1.11,0.02,0.98
3,1,20,19,1.05,0.02,0.98
3,1,20,20,1,0.02,0.98
3,1,20,21,0.95,0.02,0.98
3,1,20,22,0.91,0.01,0.99
3,1,20,23,0.87,0.01,0.99
3,1,20,24,0.83,0.01,0.99
3,1,20,25,0.8,0.01,0.99
3,1,20,26,0.77,0.01,0.99
3,1,20,27,0.74,0.01,0.99
3,1,20,28,0.71,0.01,0.99
3,1,20,29,0.69,0.01,0.99
3,1,20,30,0.67,0.01,0.99
3,1,20,31,0.65,0.01,0.99
3,1,20,32,0.63,0.01,0.99
3,1,20,33,0.61,0.01,0.99
3,1,20,34,0.59,0.01,0.99
